Id;Label;Annee_Bibliographique;Nom;Titre;Revue;nb_cit
38620483;CHANG,1970;1970;CHANG-WW;NEOCLASSICAL THEORY OF TECHNICAL PROGRESS;AMERICAN ECONOMIC REVIEW; 0
40987550;BOYER,1975;1975;BOYER-RS;COMMODITY MARKETS AND BOND MARKETS IN A SMALL, FIXED-EXCHANGE-RATE ECONOMY;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
41379113;BOYD,1976;1976;BOYD-JH;HOUSEHOLD DEMAND FOR CHECKING ACCOUNT MONEY - IMPACT OF BANK PRICING;JOURNAL OF MONETARY ECONOMICS; 0
39234315;BORCICH,1972;1972;BORCICH-J;CAPITAL FLOWS, DEVALUATION, AND BALANCE OF PAYMENTS;CANADIAN JOURNAL OF ECONOMICS; 1
40026976;AOKI,1974;1974;AOKI-M;LOCAL CONTROLLABILITY OF A DECENTRALIZED ECONOMIC SYSTEM;REVIEW OF ECONOMIC STUDIES; 0
40155366;ANGEVINE,1974;1974;ANGEVINE-GE;FORECASTING CONSUMPTION WITH A CANADIAN CONSUMER SENTIMENT MEASURE;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
41103841;ALI,1976;1976;ALI-MM;STABILIZATION POLICY, UNCERTAINTY AND INSTRUMENT PROLIFERATION;ECONOMIC INQUIRY; 0
40948826;AGHEVLI,1975;1975;AGHEVLI-BB;BALANCE OF PAYMENTS AND MONEY SUPPLY UNDER GOLD STANDARD REGIME - US 1879-1914;AMERICAN ECONOMIC REVIEW; 0
38626301;WILLETT,1970;1970;WILLETT-TD;CURRENCY AREAS AND EXCHANGE-RATE FLEXIBILITY;WELTWIRTSCHAFTLICHES ARCHIV-REVIEW OF WORLD ECONOMICS; 0
41351586;WELLER,1976;1976;WELLER-BR;POLITICAL-LEADERSHIP, MACROECONOMIC POLICY, AND POSTWAR ECONOMIC SLOWDOWNS;JOURNAL OF ECONOMIC ISSUES; 0
40452469;VROMAN,1974;1974;VROMAN-W;EMPLOYER PAYROLL TAX INCIDENCE - EMPIRICAL TESTS WITH CROSS-COUNTRY DATA;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
39356785;UPSON,1972;1972;UPSON-RB;RANDOM WALK AND FORWARD EXCHANGE RATES - SPECTRAL ANALYSIS;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS; 0
41530724;TANZI,1976;1976;TANZI-V;FISCAL-POLICY, KEYNESIAN ECONOMICS AND MOBILIZATION OF SAVINGS IN DEVELOPING-COUNTRIES;WORLD DEVELOPMENT; 0
41486967;SUVANTO,1976;1976;SUVANTO-A;PERMANENT INCOME, INFLATION EXPECTATIONS AND LONG-RUN DEMAND FOR MONEY IN FINLAND;SCANDINAVIAN JOURNAL OF ECONOMICS; 0
40814639;SPITALLER,1975;1975;SPITALLER-E;INFLATIONARY EXPECTATIONS AND TRADE-OFF BETWEEN UNEMPLOYMENT AND INFLATION IN UNITED-STATES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
38543962;SMITH,1970;1970;SMITH-WL;SOME CURRENT ISSUES IN MONETARY ECONOMICS - INTERPRETATION;JOURNAL OF ECONOMIC LITERATURE; 4
38989976;SILBER,1971;1971;SILBER-WL;MONETARY POLICY EFFECTIVENESS - CASE OF A POSITIVELY SLOPED I S CURVE;JOURNAL OF FINANCE; 2
39592332;SHORT,1973;1973;SHORT-BK;VELOCITY OF MONEY AND PER-CAPITA INCOME IN DEVELOPING ECONOMIES - MALAYSIA AND SINGAPORE;JOURNAL OF DEVELOPMENT STUDIES; 0
40988565;SCHWARTZ,1975;1975;SCHWARTZ-AJ;MONETARY TRENDS IN UNITED STATES AND UNITED-KINGDOM, 1878-1970 - SELECTED FINDINGS;JOURNAL OF ECONOMIC HISTORY; 0
40947442;SAKAKIBARA,1975;1975;SAKAKIBARA-E;DYNAMIC APPROACH TO BALANCE OF PAYMENTS THEORY;JOURNAL OF INTERNATIONAL ECONOMICS; 1
41506758;SADKA,1976;1976;SADKA-E;PROGRESSIVE INCOME TAXATION;AMERICAN ECONOMIC REVIEW; 0
39942051;POWELL,1973;1973;POWELL-AA;ELES CONSUMPTION FUNCTION FOR UNITED-STATES;ECONOMIC RECORD; 0
40494623;POSSEN,1975;1975;POSSEN-UM;EFFECTIVENESS OF GOVERNMENT EXPENDITURES IN A GROWTH FRAMEWORK;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
39307037;PORTER,1972;1972;PORTER-MG;CAPITAL FLOWS AS AN OFFSET TO MONETARY POLICY - GERMAN EXPERIENCE;INTERNATIONAL MONETARY FUND STAFF PAPERS; 2
40249002;PORTER,1974;1974;PORTER-MG;INTERDEPENDENCE OF MONETARY POLICY AND CAPITAL FLOWS IN AUSTRALIA;ECONOMIC RECORD; 0
40631599;PETREI,1975;1975;PETREI-AH;INFLATION ADJUSTMENT SCHEMES UNDER PERSONAL INCOME-TAX;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40494627;PESTIEAU,1975;1975;PESTIEAU-P;REGRESSIVENESS OF EFFICIENCY RULES IN PUBLIC ECONOMICS;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
41456248;PALM,1976;1976;PALM-F;TESTING DYNAMIC SPECIFICATION OF AN ECONOMETRIC-MODEL WITH AN APPLICATION TO BELGIAN DATA;EUROPEAN ECONOMIC REVIEW; 0
39676519;OUDET,1973;1973;OUDET-BA;VARIATION OF RETURN ON STOCKS IN PERIODS OF INFLATION;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS; 3
39980704;NIELSEN,1974;1974;NIELSEN-PE;KEYNESIAN REVOLUTION - REVIEW ARTICLE;NATIONALOKONOMISK TIDSSKRIFT; 0
41343223;NIELSEN,1976;1976;NIELSEN-PE;SOME MONETARY ASPECTS OF RECENT DISEQUILIBRIUM THEORY;NATIONALOKONOMISK TIDSSKRIFT; 0
40660389;MCELROY,1975;1975;MCELROY-MB;CAPITAL GAINS AND AGGREGATE CONSUMPTION FUNCTION - COMMENT;AMERICAN ECONOMIC REVIEW; 1
39045194;MAXWELL,1971;1971;MAXWELL-T;LONG RUN DEMAND FOR MONEY IN SOUTH AFRICA (1918-60) - SOME PRELIMINARY FINDINGS;SOUTH AFRICAN JOURNAL OF ECONOMICS; 0
40431010;MASON,1974;1974;MASON-WE;NEOCLASSICAL DICHOTOMIZATION OF ECONOMIC THEORY;ECONOMIC INQUIRY; 0
40056324;LOMBRA,1974;1974;LOMBRA-RE;MEASURING IMPACT OF MONETARY AND FISCAL ACTIONS - NEW LOOK AT SPECIFICATION PROBLEM;REVIEW OF ECONOMICS AND STATISTICS; 1
39819250;LEE,1973;1973;LEE-BE;EURO-DOLLAR MULTIPLIER;JOURNAL OF FINANCE; 1
41225200;LAUFENBERG,1976;1976;LAUFENBERG-DE;CONTEMPORANEOUS VERSUS LAGGED RESERVE ACCOUNTING - COMMENT;JOURNAL OF MONEY CREDIT AND BANKING; 0
41414802;LAIDLER,1976;1976;LAIDLER-D;INFLATION IN BRITAIN - MONETARIST PERSPECTIVE;AMERICAN ECONOMIC REVIEW; 0
39691598;HENDERSH.PH,1973;1973;HENDERSH.PH;EXPECTED INFLATION IMPLIED BY CAPITAL MARKET RATES;JOURNAL OF FINANCE; 2
41545667;HEAD,1976;1976;HEAD-JG;MIXED GOODS IN SAMUELSON GEOMETRY;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
39579667;HARRIS,1973;1973;HARRIS-DJ;CAPITAL, DISTRIBUTION, AND AGGREGATE PRODUCTION FUNCTION;AMERICAN ECONOMIC REVIEW; 1
40391358;GROSSMAN,1974;1974;GROSSMAN-HI;CYCLICAL PATTERN OF UNEMPLOYMENT AND WAGE INFLATION;ECONOMICA; 1
40710189;GREENBERG,1975;1975;GREENBERG-J;EFFICIENCY OF TAX SYSTEMS FINANCING PUBLIC-GOODS IN GENERAL EQUILIBRIUM ANALYSIS;JOURNAL OF ECONOMIC THEORY; 0
41414807;GORDON,1976;1976;GORDON-MJ;BOND SHARE YIELD SPREADS UNDER UNCERTAIN INFLATION;AMERICAN ECONOMIC REVIEW; 0
41379112;FRATIANNI,1976;1976;FRATIANNI-M;EFFECTIVENESS OF MONETARY-POLICY UNDER FIXED RATES OF EXCHANGE;JOURNAL OF MONETARY ECONOMICS; 0
41282864;FLEMMING,1976;1976;FLEMMING-JS;REAPPRAISAL OF CORPORATION INCOME-TAX;JOURNAL OF PUBLIC ECONOMICS; 0
39507324;DOUGHERT.CR,1972;1972;DOUGHERT.CR;RATE OF RETURN AND RATE OF PROFIT;ECONOMIC JOURNAL; 1
40272715;DOLL,1974;1974;DOLL-JP;EXACT MULTICOLLINEARITY AND ESTIMATION OF COBB-DOUGLAS PRODUCTION FUNCTION;AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS; 0
41456623;DAVIS,1976;1976;DAVIS-JM;DETERMINATION OF GOVERNMENT EXPENDITURE FOR SHORT-TERM FORECASTING AND POLICY SIMULATION-MODELS;JOURNAL OF PUBLIC ECONOMICS; 0
40138132;COHEN,1974;1974;COHEN-J;TIEING LOOSE ENDS IN MONETARY THEORY IN A MONEYFLOWS FRAMEWORK;RIVISTA INTERNAZIONALE DI SCIENZE ECONOMICHE E COMMERCIALI; 0
40580459;COCHRANE,1975;1975;COCHRANE-JL;OPTIMAL MACROECONOMIC POLICIES;ECONOMIC JOURNAL; 0
40337991;CANTERBE.ER,1974;1974;CANTERBE.ER;MODERN THEORY OF FOREIGN EXCHANGE AND NET SPECULATIVE RESIDUAL;SOUTHERN ECONOMIC JOURNAL; 0
39002678;BURROWS,1971;1971;BURROWS-P;EXPLANATORY AND FORECASTING MODELS OF INVENTORY INVESTMENT IN BRITAIN;APPLIED ECONOMICS; 0
39604414;BUDD,1973;1973;BUDD-AP;CHANGES IN SUPPLY OF MONEY, FIRMS MARKET VALUE AND COST OF CAPITAL;JOURNAL OF FINANCE; 0
39433746;BRIMMER,1972;1972;BRIMMER-AF;POLITICAL ECONOMY OF MONEY - EVOLUTION AND IMPACT OF MONETARISM IN FEDERAL RESERVE SYSTEM;AMERICAN ECONOMIC REVIEW; 2
40982998;BREMS,1975;1975;BREMS-H;PROFIT SHARING AND A WAGE EARNERS INVESTMENT FUND UNDER STEADY-STATE GROWTH;KYKLOS; 1
40551829;BREMS,1975;1975;BREMS-H;INVESTMENT WAGE AND A WAGE EARNERS INVESTMENT FUND UNDER STEADY-STATE GROWTH;SWEDISH JOURNAL OF ECONOMICS; 0
41103840;BOYER,1976;1976;BOYER-RS;MONETARY EXPERIMENTS IN A NEOCLASSICAL MODEL;ECONOMIC INQUIRY; 0
40551828;BIORN,1975;1975;BIORN-E;DISTRIBUTIVE EFFECTS OF INDIRECT TAXATION - ECONOMETRIC-MODEL AND EMPIRICAL RESULTS BASED ON NORWEGIAN DATA;SWEDISH JOURNAL OF ECONOMICS; 0
41414801;BALL,1976;1976;BALL-RJ;INFLATIONARY MECHANISM IN UK ECONOMY;AMERICAN ECONOMIC REVIEW; 0
38370280;ASIMAKOPULOS,1970;1970;ASIMAKOPULOS-A;PRIVATE PLANS IN THEORY OF PENSIONS;CANADIAN JOURNAL OF ECONOMICS; 0
38572089;ARGY,1970;1970;ARGY-V;ROLE OF MONEY IN ECONOMIC ACTIVITY - SOME RESULTS FOR 17 DEVELOPED COUNTRIES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
40516752;ANDERSEN,1975;1975;ANDERSEN-BN;INFLUENCE OF PRICE EXPECTATIONS UPON INTEREST-RATES;NATIONALOKONOMISK TIDSSKRIFT; 0
39954495;WHITEHEA.CM,1973;1973;WHITEHEA.CM;INFLATION AND NEW HOUSING MARKET .1. PROBLEM OF INFLATION IN HOUSING MARKET;OXFORD BULLETIN OF ECONOMICS AND STATISTICS; 0
40235027;WEBER,1974;1974;WEBER-WE;GOVERNMENT SPENDING IN A NEO-WALRASIAN ECONOMY - ALTERNATIVE TO KEYNESIAN CROSS ANALYSIS;SOUTHERN ECONOMIC JOURNAL; 0
39850937;VONFURST.GM,1973;1973;VONFURST.GM;STABILIZATION GOALS AND APPROPRIATENESS OF FISCAL POLICY DURING EISENHOWER AND KENNEDY-JOHNSON ADMINISTRATIONS;PUBLIC FINANCE QUARTERLY; 0
38620484;SNYDER,1970;1970;SNYDER-WW;MEASURING ECONOMIC STABILIZATION - 1955-65;AMERICAN ECONOMIC REVIEW; 4
38311575;SILBER,1970;1970;SILBER-WL;DIFFERENTIAL EFFECTS OF TIGHT MONEY - ECONOMETRIC STUDY;JOURNAL OF FINANCE; 1
39063762;SHERMAN,1971;1971;SHERMAN-HJ;MARXIST MODELS OF CYCLICAL GROWTH;HISTORY OF POLITICAL ECONOMY; 0
39263261;SHEPHERD,1972;1972;SHEPHERD-AR;CORRECTIVE TAXES UNDER MONOPOLY;QUARTERLY REVIEW OF ECONOMICS AND BUSINESS; 0
39724476;SCARTH,1973;1973;SCARTH-WM;EFFECTS ON STABILIZATION POLICY OF SEVERAL MONETARY REFORM PROPOSALS;JOURNAL OF ECONOMICS AND BUSINESS; 0
38606096;RUSSELL,1970;1970;RUSSELL-WR;TAXATION, RISK-TAKING, AND STOCHASTIC DOMINANCE;SOUTHERN ECONOMIC JOURNAL; 0
40782803;PORZECANSKI,1975;1975;PORZECANSKI-AC;INFLATIONARY IMPACT OF REPETITIVE DEVALUATION;JOURNAL OF DEVELOPMENT STUDIES; 0
41379251;POOLE,1976;1976;POOLE-W;BENEFITS AND COSTS OF STABLE MONETARY GROWTH;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
38311855;PIERSON,1970;1970;PIERSON-G;EFFECT OF ECONOMIC POLICY ON TERM STRUCTURE OF INTEREST RATES;REVIEW OF ECONOMICS AND STATISTICS; 2
39234319;PATINKIN,1972;1972;PATINKIN-D;SAMUELSON ON NEOCLASSICAL DICHOTOMY - COMMENT;CANADIAN JOURNAL OF ECONOMICS; 1
40806943;PASTORE,1975;1975;PASTORE-AC;NOTES ON RECENT MONETARY-POLICY IN BRAZIL;ANNALS OF ECONOMIC AND SOCIAL MEASUREMENT; 0
39233733;PARK,1972;1972;PARK-YC;SOME CURRENT ISSUES ON TRANSMISSION PROCESS OF MONETARY POLICY;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41000359;LEVI,1975;1975;LEVI-MD;BUFFER STOCKS, AGGREGATE ACTIVITY, AND ECONOMIC POLICY;ECONOMIC INQUIRY; 0
38620340;LANDSBERGER,1970;1970;LANDSBERGER-M;LIFE-CYCLE HYPOTHESIS - REINTERPRETATION AND EMPIRICAL TEST;AMERICAN ECONOMIC REVIEW; 4
40315318;LAIDLER,1974;1974;LAIDLER-D;1974 REPORT OF PRESIDENTS COUNCIL OF ECONOMIC ADVISERS - CONTROL OF INFLATION AND FUTURE OF INTERNATIONAL MONETARY SYSTEM;AMERICAN ECONOMIC REVIEW; 3
41190720;KUSKA,1976;1976;KUSKA-EA;DEVALUATION, EQUI-PROPORTIONAL EXPORT SUBSIDIES AND IMPORT TARIFFS, AND TRANSFER PAYMENTS;ECONOMICA; 0
39507450;KOIZUMI,1972;1972;KOIZUMI-T;SWITCHING OF TECHNIQUES, STABILITY OF GROWTH EQUILIBRIUM, AND NEOCLASSICAL PARABLE;AUSTRALIAN ECONOMIC PAPERS; 0
40391356;KIM,1974;1974;KIM-YC;OPTIMAL UTILIZATION OF CAPITAL STOCK AND LEVEL OF ECONOMIC DEVELOPMENT;ECONOMICA; 0
41230281;KIESLING,1976;1976;KIESLING-H;MODEL FOR ANALYZING EFFECTS OF GOVERNMENTAL CONSOLIDATION IN PRESENCE OF PUBLIC-GOODS;KYKLOS; 0
38604726;KEMP,1970;1970;KEMP-MC;BALANCE OF PAYMENTS AND TERMS OF TRADE IN RELATION TO FINANCIAL CONTROLS;REVIEW OF ECONOMIC STUDIES;10
39063782;JACOBY,1971;1971;JACOBY-NH;PRESIDENT, CONSTITUTION, AND ECONOMIST IN ECONOMIC STABILIZATION;HISTORY OF POLITICAL ECONOMY; 0
40200056;HUNT,1974;1974;HUNT-LH;BANK CREDIT AND MONEY STOCK - THEIR ROLES IN DETERMINATION OF INCOME IN POST ACCORD PERIOD;JOURNAL OF FINANCE; 0
41005802;HOSEK,1975;1975;HOSEK-WR;TEST OF TARGETS OF MONETARY POLICY;APPLIED ECONOMICS; 0
38849722;HODJERA,1971;1971;HODJERA-Z;SHORT-TERM CAPITAL MOVEMENTS OF UNITED KINGDOM, 1963-1967;JOURNAL OF POLITICAL ECONOMY; 6
39453316;HAVRILES.T,1972;1972;HAVRILES.T;FINDING OPTIMAL MONETARY STRATEGY WITH INFORMATION CONSTRAINTS;JOURNAL OF FINANCE; 1
39829588;HAGGER,1973;1973;HAGGER-AJ;EXCESS DEMAND FOR COMMODITIES IN AUSTRALIA, 1950-51 TO 1968-69;ECONOMIC RECORD; 1
39833364;HADJIMIC.MG,1973;1973;HADJIMIC.MG;EFFECTIVENESS OF MONETARY POLICY AS A STABILIZATION DEVICE;REVIEW OF ECONOMIC STUDIES; 1
39341091;GUPTA,1972;1972;GUPTA-MC;DIFFERENTIAL EFFECTS OF TIGHT MONEY - ECONOMIC RATIONALE;JOURNAL OF FINANCE; 0
41230285;GUPTA,1976;1976;GUPTA-KL;DIFFERENTIATED INTEREST-RATE AND KALDOR-PASINETTI PARADOXES;KYKLOS; 0
38604738;GUPTA,1970;1970;GUPTA-SB;PORTFOLIO BALANCE THEORY OF EXPECTED RATE OF CHANGE OF PRICES;REVIEW OF ECONOMIC STUDIES; 5
41109141;FOSTER,1976;1976;FOSTER-J;REDISTRIBUTIVE EFFECTS OF INFLATION - QUESTIONS AND ANSWERS;SCOTTISH JOURNAL OF POLITICAL ECONOMY; 1
41379248;FEIGE,1976;1976;FEIGE-EL;INFLATION AND INCOMES-POLICY - APPLICATION OF TIME-SERIES MODELS;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
40490408;EISNER,1975;1975;EISNER-R;KEYNESIAN REVOLUTION RECONSIDERED;AMERICAN ECONOMIC REVIEW; 0
40278870;DURKIN,1974;1974;DURKIN-TA;MORE ON AN ECONOMIC RATIONALE FOR STATUTORY INTEREST RATE CEILINGS;QUARTERLY REVIEW OF ECONOMICS AND BUSINESS; 0
38962073;CROUCH,1971;1971;CROUCH-RL;TOBIN VERSUS KEYNES ON LIQUIDITY PREFERENCE;REVIEW OF ECONOMICS AND STATISTICS; 1
39733390;COLWELL,1973;1973;COLWELL-PF;COMPARING FISCAL INDICATORS;REVIEW OF ECONOMICS AND STATISTICS; 0
40488299;COHEN,1975;1975;COHEN-J;BORROWER DISCRETION, GOVERNMENT SECURITIES MARKET, AND MONETARY POLICY;JOURNAL OF ECONOMICS AND BUSINESS; 0
38610147;CASSIDY,1970;1970;CASSIDY-HJ;WORK EFFORT UNDER PROPORTIONAL AND PROGRESSIVE TAXATION;JOURNAL OF POLITICAL ECONOMY; 0
40508473;BUSE,1975;1975;BUSE-A;TESTING A SIMPLE PORTFOLIO MODEL OF INTEREST RATES;OXFORD ECONOMIC PAPERS-NEW SERIES; 0
41459651;BURKITT,1976;1976;BURKITT-B;WAGE INFLATION AND UNION POWER IN UNITED-KINGDOM - 1949-1967;APPLIED ECONOMICS; 0
39954992;BROWN,1973;1973;BROWN-M;TOWARD AN ECONOMETRIC ACCOMMODATION OF CAPITAL-INTENSITY-PERVERSITY PHENOMENON;ECONOMETRICA; 0
40947440;BRITO,1975;1975;BRITO-DL;SOME DISEQUILIBRIUM DYNAMICS OF EXCHANGE-RATE CHANGES;JOURNAL OF INTERNATIONAL ECONOMICS; 1
38777348;BRANSON,1971;1971;BRANSON-WH;CAPITAL MOVEMENTS AMONG MAJOR OECD COUNTRIES - SOME PRELIMINARY RESULTS;JOURNAL OF FINANCE; 3
41547970;BENASSY,1976;1976;BENASSY-JP;REGULATION OF WAGE-PROFITS CONFLICT AND UNEMPLOYMENT INFLATION DILEMMA IN A DYNAMIC DISEQUILIBRIUM MODEL;ECONOMIE APPLIQUEE; 0
39768783;ARNDT,1973;1973;ARNDT-SW;POLICY CHOICES IN AN OPEN ECONOMY - SOME DYNAMIC CONSIDERATIONS;JOURNAL OF POLITICAL ECONOMY; 0
38785593;ARAK,1971;1971;ARAK-MV;RELATIONSHIP BETWEEN PERMANENT INCOME AND MEASURED VARIABLES;JOURNAL OF POLITICAL ECONOMY; 2
39619139;ANDERSEN,1973;1973;ANDERSEN-PS;BUILT-IN FLEXIBILITY AND SENSITIVITY OF PERSONAL INCOME TAX IN DENMARK;SWEDISH JOURNAL OF ECONOMICS; 0
41109142;WILSON,1976;1976;WILSON-T;NATURAL RATE OF UNEMPLOYMENT;SCOTTISH JOURNAL OF POLITICAL ECONOMY; 0
39847908;WEST,1973;1973;WEST-EG;BILATERAL MONOPOLY THEORY OF PUBLIC GOODS - CRITIQUE;JOURNAL OF POLITICAL ECONOMY; 0
39850899;WAUD,1973;1973;WAUD-RN;INDEX BONDS AND ECONOMIC STABILITY;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
41205016;WACHTER,1976;1976;WACHTER-ML;SOME PROBLEMS IN WAGE STABILIZATION;AMERICAN ECONOMIC REVIEW; 0
41458703;VANORDER,1976;1976;VANORDER-R;EXCESS DEMAND AND MARKET ADJUSTMENT;ECONOMIC INQUIRY; 0
39939076;VALENTIN.TJ,1973;1973;VALENTIN.TJ;DEMAND FOR VERY LIQUID ASSETS IN AUSTRALIA;AUSTRALIAN ECONOMIC PAPERS; 0
39045614;THOMSON,1971;1971;THOMSON-P;TIME AND TAXES;WESTERN ECONOMIC JOURNAL; 1
39978776;STRYDOM,1974;1974;STRYDOM-PDF;MONETARY-POLICY IN SOUTH-AFRICA;FINANCE AND TRADE REVIEW; 1
39300493;STERN,1972;1972;STERN-A;FLUCTUATIONS IN RESIDENTIAL CONSTRUCTION - EVIDENCE FROM SPECTRAL ESTIMATES;REVIEW OF ECONOMICS AND STATISTICS; 0
39510811;SPENGLER,1972;1972;SPENGLER-JJ;PROSPECTIVE POPULATION CHANGES AND PRICE LEVEL TENDENCIES;SOUTHERN ECONOMIC JOURNAL; 0
40342977;SOHMEN,1974;1974;SOHMEN-E;EXCHANGE RATES, TERMS OF TRADE AND EMPLOYMENT - PITFALLS IN MACROECONOMIC MODELS OF OPEN ECONOMIES;KYKLOS; 2
41096056;SOHMEN,1976;1976;SOHMEN-E;EXCHANGE-RATES, TERMS OF TRADE, AND EMPLOYMENT - COMMENT;KYKLOS; 0
41151821;SMITH,1976;1976;SMITH-DA;LABOR-MARKET INSTITUTIONS AND INFLATION;BRITISH JOURNAL OF INDUSTRIAL RELATIONS; 0
38604733;SENGUPTA,1970;1970;SENGUPTA-JK;OPTIMAL STABILIZATION POLICY WITH A QUADRATIC CRITERION FUNCTION;REVIEW OF ECONOMIC STUDIES; 3
41315418;ROWLATT,1976;1976;ROWLATT-PA;MICRO-MODEL OF PRICE INFLATION;ECONOMICA; 0
41205024;ROBINSON,1976;1976;ROBINSON-S;TOWARD AN ADEQUATE LONG-RUN MODEL OF INCOME-DISTRIBUTION AND ECONOMIC-DEVELOPMENT;AMERICAN ECONOMIC REVIEW; 0
39448705;PURVIS,1972;1972;PURVIS-DD;MORE ON GROWTH AND BALANCE OF PAYMENTS - ADJUSTMENT PROCESS;CANADIAN JOURNAL OF ECONOMICS; 1
40611135;PITCHFORD,1975;1975;PITCHFORD-J;INCOME-DISTRIBUTION AND TAXES IN AN INFLATIONARY CONTEXT;ECONOMICA; 0
41554346;PEPPARD,1976;1976;PEPPARD-DM;TOWARD A RADICAL THEORY OF FISCAL INCIDENCE;REVIEW OF RADICAL POLITICAL ECONOMICS; 0
39044321;PENCAUEL,1971;1971;PENCAUEL-JH;COMPARATIVE PREDICTIVE PERFORMANCE OF WAGE INFLATION MODELS OF BRITISH ECONOMY;ECONOMIC JOURNAL; 0
41363520;PARKIN,1976;1976;PARKIN-M;YET ANOTHER LOOK AT AUSTRALIAS SHORT-RUN AND LONG-RUN TRADE-OFFS BETWEEN INFLATION AND UNEMPLOYMENT;AUSTRALIAN ECONOMIC PAPERS; 0
38757815;MITCHELL,1971;1971;MITCHELL-BM;ESTIMATION OF LARGE ECONOMETRIC MODELS BY PRINCIPAL COMPONENT AND INSTRUMENTAL VARIABLE METHODS;REVIEW OF ECONOMICS AND STATISTICS; 1
40816535;MCDONALD,1975;1975;MCDONALD-J;WAGES AND PRICES IN AUSTRALIA - SHORT AND LONG-RUN TRADE-OFFS BETWEEN INFLATION AND UNEMPLOYMENT;AUSTRALIAN ECONOMIC PAPERS; 0
40976748;MATHIESON,1975;1975;MATHIESON-DJ;MONETARY POLICY IN AN INSIDE-MONEY, OPEN ECONOMY;QUARTERLY JOURNAL OF ECONOMICS; 0
39502046;MARRELLI,1972;1972;MARRELLI-M;POLICIES FOR INTERNAL AND EXTERNAL STABILITY AND GROWTH;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
40601199;LUKE,1975;1975;LUKE-JC;INFLATION-FREE PRICING RULES FOR A GENERALIZED COMMODITY-RESERVE CURRENCY;JOURNAL OF POLITICAL ECONOMY; 0
40131602;LANZILLO.RF,1974;1974;LANZILLO.RF;LEGACY OF PHASE-II PRICE CONTROLS;AMERICAN ECONOMIC REVIEW; 0
40694191;LACHMAN,1975;1975;LACHMAN-D;MONETARY APPROACH TO SOUTH-AFRICAN BALANCE OF PAYMENTS;SOUTH AFRICAN JOURNAL OF ECONOMICS; 1
38645517;KAMIEN,1970;1970;KAMIEN-MI;REVELATION OF PREFERENCE FOR A PUBLIC GOOD WITH IMPERFECT EXCLUSION;PUBLIC CHOICE; 0
38311857;HOWREY,1970;1970;HOWREY-EP;STRUCTURAL CHANGE AND POSTWAR ECONOMIC STABILITY - ECONOMETRIC TEST;REVIEW OF ECONOMICS AND STATISTICS; 0
40457185;HOUCK,1974;1974;HOUCK-JP;SOME ECONOMIC ASPECTS OF AGRICULTURAL REGULATION AND STABILIZATION;AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS; 0
39062708;HOCHMAN,1971;1971;HOCHMAN-HM;IS EFFICIENCY A CRITERION FOR JUDGING REDISTRIBUTION;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
39579189;HAVRILES.T,1973;1973;HAVRILES.T;ALTERNATIVE MONETARY CONTROL RESPONSES IN A STOCHASTIC MACRO MODEL;QUARTERLY REVIEW OF ECONOMICS AND BUSINESS; 0
39433733;HABERLER,1972;1972;HABERLER-G;ISSUES IN INCOMES POLICY - INCOMES POLICY AND INFLATION - SOME FURTHER REFLECTIONS;AMERICAN ECONOMIC REVIEW; 1
39430889;GOLDSTEI.M,1972;1972;GOLDSTEI.M;TRADE-OFF BETWEEN INFLATION AND UNEMPLOYMENT - SURVEY OF ECONOMETRIC EVIDENCE FOR SELECTED COUNTRIES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
40228013;FROYEN,1974;1974;FROYEN-RT;MONETARIST ECONOMETRIC MODELS AND 1964 TAX CUT;ECONOMIC INQUIRY; 0
38604742;FREVERT,1970;1970;FREVERT-P;STABILITY OF FULL EMPLOYMENT EQUILIBRIUM;REVIEW OF ECONOMIC STUDIES; 3
40003767;DOWLING,1974;1974;DOWLING-JM;LONG SWINGS IN US ECONOMY - SPECTRAL ANALYSIS OF 19TH AND 20TH-CENTURY DATA;SOUTHERN ECONOMIC JOURNAL; 0
40303641;DOUGHERT.CR,1974;1974;DOUGHERT.CR;SECULAR MACRO-ECONOMIC CONSEQUENCES OF TECHNICAL PROGRESS;ECONOMIC JOURNAL; 1
